currency,nace_r2,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
MIO_EUR,K,EL43	142.85 	123.51 	151.10 	170.99 	189.01 	157.57 	164.01 	159.18 	150.43 	129.13 	118.91 	113.69 	95.33 	99.81 
MIO_EUR,K,EL5	616.44 	550.23 	695.69 	730.77 	841.01 	807.09 	803.21 	711.12 	630.50 	595.57 	579.77 	530.07 	469.01 	460.69 
MIO_EUR,K,EL51	93.81 	87.02 	107.25 	118.24 	136.59 	123.83 	128.69 	116.22 	100.98 	94.38 	91.94 	84.45 	73.33 	75.51 
MIO_EUR,K,EL52	422.11 	378.45 	473.82 	487.04 	571.81 	549.78 	540.25 	474.24 	427.81 	406.51 	394.73 	361.11 	320.52 	309.84 
MIO_EUR,K,EL53	48.16 	39.08 	50.38 	53.63 	57.15 	58.78 	58.38 	52.17 	44.74 	41.47 	42.00 	36.71 	32.53 	33.31 
MIO_EUR,K,EL54	52.36 	45.68 	64.23 	71.86 	75.45 	74.70 	75.88 	68.49 	56.98 	53.21 	51.10 	47.80 	42.63 	42.03 
MIO_EUR,K,EL6	454.64 	379.18 	532.29 	561.23 	641.09 	575.53 	586.59 	541.56 	486.08 	436.32 	422.55 	386.37 	337.82 	342.13 
MIO_EUR,K,EL61	110.96 	95.93 	133.83 	145.15 	163.45 	144.04 	145.77 	134.78 	126.44 	111.97 	112.30 	97.62 	91.85 	88.58 
MIO_EUR,K,EL62	36.57 	31.61 	47.85 	53.14 	53.23 	45.78 	42.98 	39.01 	39.51 	36.34 	31.34 	28.60 	24.99 	27.08 
MIO_EUR,K,EL63	122.98 	99.46 	140.28 	146.95 	176.94 	153.19 	156.30 	151.01 	133.09 	118.30 	109.61 	103.19 	88.59 	90.74 
MIO_EUR,K,EL64	84.04 	66.90 	93.14 	100.89 	112.88 	106.18 	105.96 	96.31 	83.33 	76.23 	78.24 	71.37 	59.22 	61.21 
MIO_EUR,K,EL65	100.09 	85.27 	117.19 	115.10 	134.58 	126.35 	135.57 	120.45 	103.70 	93.48 	91.06 	85.59 	73.17 	74.51 
MIO_EUR,K,ES	21447.00 	21228.00 	22380.00 	22862.00 	23113.00 	23286.00 	22313.00 	20448.00 	18921.00 	17784.00 	17020.00 	16552.00 	15944.00 	15072.00 
MIO_EUR,K,ES1	1564.40 	1537.40 	1645.10 	1715.80 	1698.10 	1687.80 	1602.00 	1453.40 	1349.50 	1238.30 	1173.90 	1160.30 	1143.10 	1113.90 
MIO_EUR,K,ES11	985.20 	961.00 	1047.90 	1088.50 	1079.00 	1070.80 	1008.60 	910.20 	838.10 	768.30 	715.30 	703.60 	704.10 	690.60 
MIO_EUR,K,ES12	371.80 	370.00 	377.60 	403.40 	393.80 	395.50 	378.80 	348.50 	333.60 	295.90 	286.60 	288.10 	280.60 	266.90 
MIO_EUR,K,ES13	207.50 	206.40 	219.60 	223.90 	225.30 	221.50 	214.60 	194.80 	177.80 	174.10 	172.00 	168.60 	158.40 	156.40 
MIO_EUR,K,ES2	2098.70 	2061.70 	2167.00 	2238.70 	2297.10 	2341.30 	2213.60 	2055.00 	1931.00 	1841.80 	1791.80 	1689.80 	1598.80 	1547.90 
MIO_EUR,K,ES21	1122.90 	1106.80 	1156.80 	1206.60 	1230.10 	1245.10 	1186.20 	1104.10 	1023.80 	977.00 	938.20 	854.90 	785.30 	768.00 
MIO_EUR,K,ES22	245.70 	245.50 	252.90 	263.20 	259.00 	267.30 	257.80 	230.40 	203.30 	194.90 	199.10 	198.60 	193.90 	189.40 
MIO_EUR,K,ES23	127.60 	127.10 	134.30 	142.40 	135.70 	146.20 	138.30 	129.80 	133.20 	128.90 	129.10 	125.20 	118.50 	113.00 
MIO_EUR,K,ES24	602.50 	582.40 	623.10 	626.60 	672.30 	682.70 	631.20 	590.70 	570.60 	540.90 	525.40 	511.00 	501.10 	477.60 
MIO_EUR,K,ES3	6078.40 	6049.90 	6174.60 	6301.20 	6715.10 	6695.80 	6428.70 	5940.10 	5363.70 	5010.00 	4757.70 	4625.70 	4649.90 	4169.40 
MIO_EUR,K,ES30	6078.40 	6049.90 	6174.60 	6301.20 	6715.10 	6695.80 	6428.70 	5940.10 	5363.70 	5010.00 	4757.70 	4625.70 	4649.90 	4169.40 
MIO_EUR,K,ES4	2037.30 	2010.80 	2136.10 	2208.50 	2102.60 	2100.10 	2016.80 	1832.60 	1738.90 	1667.70 	1624.40 	1675.50 	1582.70 	1438.70 
MIO_EUR,K,ES41	1058.60 	1053.60 	1128.30 	1193.30 	1093.10 	1073.20 	1022.40 	928.30 	907.10 	865.70 	829.20 	863.80 	814.20 	678.30 
MIO_EUR,K,ES42	631.60 	618.40 	659.40 	651.80 	658.50 	678.70 	658.40 	606.40 	525.80 	501.90 	500.70 	510.40 	489.10 	485.20 
MIO_EUR,K,ES43	347.10 	338.80 	348.40 	363.30 	351.00 	348.10 	336.00 	297.90 	306.00 	300.20 	294.50 	301.40 	279.50 	275.30 
MIO_EUR,K,ES5	6070.60 	5989.70 	6464.20 	6550.10 	6455.30 	6521.60 	6292.80 	5794.80 	5432.90 	5127.00 	4911.90 	4766.10 	4499.10 	4392.40 
MIO_EUR,K,ES51	3773.10 	3705.10 	3980.60 	4021.10 	3978.40 	4025.60 	3916.40 	3601.20 	3397.60 	3176.30 	3054.50 	3006.40 	2891.50 	2831.70 
MIO_EUR,K,ES52	1844.80 	1845.10 	1996.10 	2052.50 	1985.80 	2004.00 	1906.30 	1767.20 	1641.10 	1578.00 	1487.60 	1393.80 	1272.30 	1252.40 
MIO_EUR,K,ES53	452.70 	439.40 	487.50 	476.50 	491.10 	492.00 	470.10 	426.40 	394.20 	372.60 	369.80 	365.90 	335.30 	308.30 
MIO_EUR,K,ES6	2979.70 	2962.20 	3140.50 	3164.40 	3183.00 	3252.00 	3095.90 	2771.20 	2559.60 	2394.60 	2279.00 	2185.80 	2046.00 	1990.90 
MIO_EUR,K,ES61	2494.70 	2477.20 	2628.40 	2663.10 	2687.70 	2760.30 	2630.10 	2359.00 	2174.70 	2019.50 	1924.70 	1839.60 	1716.10 	1687.40 
MIO_EUR,K,ES62	450.20 	451.30 	476.90 	466.00 	460.40 	456.60 	431.70 	379.90 	353.50 	344.50 	325.50 	321.10 	306.30 	285.00 
MIO_EUR,K,ES63	17.70 	17.10 	17.90 	17.90 	17.90 	17.90 	17.30 	16.40 	15.80 	15.40 	14.30 	10.80 	10.90 	9.10 
MIO_EUR,K,ES64	17.10 	16.60 	17.30 	17.40 	17.00 	17.30 	16.80 	15.90 	15.60 	15.30 	14.40 	14.20 	12.80 	9.50 
MIO_EUR,K,ES7	617.90 	616.30 	652.40 	683.40 	661.90 	687.40 	663.20 	600.90 	545.40 	504.60 	481.40 	448.80 	424.40 	418.80 
MIO_EUR,K,ES70	617.90 	616.30 	652.40 	683.40 	661.90 	687.40 	663.20 	600.90 	545.40 	504.60 	481.40 	448.80 	424.40 	418.80 
MIO_EUR,K,ESZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,ESZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,FI	2897.00 	2830.00 	2768.00 	2628.00 	2595.00 	2510.00 	2388.00 	2353.00 	2181.00 	2077.00 	2042.00 	1994.00 	1945.00 	1880.00 
MIO_EUR,K,FI1	2869.18 	2801.34 	2741.14 	2602.56 	2571.03 	2484.28 	2368.16 	2333.13 	2163.25 	2056.26 	2022.87 	1976.03 	1924.94 	1860.81 
MIO_EUR,K,FI19	362.25 	376.42 	381.46 	361.25 	348.14 	324.11 	300.17 	296.46 	279.87 	273.85 	273.58 	260.84 	262.39 	255.91 
MIO_EUR,K,FI1B	1809.83 	1752.56 	1698.34 	1606.20 	1595.21 	1640.67 	1517.94 	1479.34 	1358.17 	1270.16 	1235.69 	1231.85 	1153.03 	1112.72 
MIO_EUR,K,FI1C	353.33 	345.71 	341.93 	334.88 	331.21 	266.84 	285.24 	287.01 	272.83 	271.33 	268.34 	250.63 	272.33 	257.90 
MIO_EUR,K,FI1D	343.78 	326.65 	319.41 	300.23 	296.47 	252.65 	264.81 	270.32 	252.38 	240.92 	245.26 	232.71 	237.19 	234.28 
MIO_EUR,K,FI2	27.82 	28.66 	26.86 	25.44 	23.97 	25.72 	19.84 	19.87 	17.75 	20.74 	19.13 	17.97 	20.06 	19.19 
MIO_EUR,K,FI20	27.82 	28.66 	26.86 	25.44 	23.97 	25.72 	19.84 	19.87 	17.75 	20.74 	19.13 	17.97 	20.06 	19.19 
MIO_EUR,K,FIZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,FIZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,FR	: 	48413.00 	47309.00 	46839.00 	45709.00 	43182.50 	43566.20 	41990.10 	39727.30 	37278.00 	35694.80 	: 	: 	: 
MIO_EUR,K,FR1	: 	14969.29 	14627.93 	14482.61 	14133.21 	13352.02 	13470.66 	12983.33 	12283.67 	11526.35 	11036.82 	: 	: 	: 
MIO_EUR,K,FR10	: 	14969.29 	14627.93 	14482.61 	14133.21 	13352.02 	13470.66 	12983.33 	12283.67 	11526.35 	11036.82 	: 	: 	: 
MIO_EUR,K,FR2	: 	6800.13 	6645.06 	6579.05 	6420.33 	6065.45 	6119.35 	5897.97 	5580.13 	5236.10 	5013.72 	: 	: 	: 
MIO_EUR,K,FR21	: 	789.88 	771.87 	764.20 	745.77 	704.55 	710.81 	685.09 	648.17 	608.21 	582.38 	: 	: 	: 
MIO_EUR,K,FR22	: 	918.28 	897.34 	888.42 	866.99 	819.07 	826.35 	796.45 	753.53 	707.07 	677.04 	: 	: 	: 
MIO_EUR,K,FR23	: 	1137.67 	1111.73 	1100.68 	1074.13 	1014.76 	1023.77 	986.74 	933.56 	876.01 	838.80 	: 	: 	: 
MIO_EUR,K,FR24	: 	2034.00 	1987.61 	1967.87 	1920.39 	1814.25 	1830.37 	1764.15 	1669.08 	1566.18 	1499.66 	: 	: 	: 
MIO_EUR,K,FR25	: 	847.31 	827.99 	819.77 	799.99 	755.77 	762.49 	734.90 	695.30 	652.43 	624.72 	: 	: 	: 
MIO_EUR,K,FR26	: 	1072.99 	1048.52 	1038.11 	1013.06 	957.07 	965.57 	930.64 	880.49 	826.20 	791.11 	: 	: 	: 
MIO_EUR,K,FR3	: 	2832.36 	2767.77 	2740.27 	2674.16 	2526.35 	2548.80 	2456.59 	2324.21 	2180.92 	2088.29 	: 	: 	: 
MIO_EUR,K,FR30	: 	2832.36 	2767.77 	2740.27 	2674.16 	2526.35 	2548.80 	2456.59 	2324.21 	2180.92 	2088.29 	: 	: 	: 
MIO_EUR,K,FR4	: 	3779.06 	3692.89 	3656.20 	3567.99 	3370.78 	3400.73 	3277.70 	3101.07 	2909.88 	2786.30 	: 	: 	: 
MIO_EUR,K,FR41	: 	1457.67 	1424.43 	1410.28 	1376.26 	1300.19 	1311.74 	1264.28 	1196.15 	1122.41 	1074.74 	: 	: 	: 
MIO_EUR,K,FR42	: 	1697.07 	1658.37 	1641.89 	1602.28 	1513.72 	1527.17 	1471.92 	1392.60 	1306.74 	1251.24 	: 	: 	: 
MIO_EUR,K,FR43	: 	624.32 	610.09 	604.03 	589.45 	556.87 	561.82 	541.50 	512.32 	480.73 	460.31 	: 	: 	: 
MIO_EUR,K,FR5	: 	6977.30 	6818.19 	6750.46 	6587.60 	6223.48 	6278.78 	6051.63 	5725.51 	5372.52 	5144.35 	: 	: 	: 
MIO_EUR,K,FR51	: 	3010.38 	2941.73 	2912.50 	2842.24 	2685.14 	2709.00 	2610.99 	2470.29 	2317.99 	2219.54 	: 	: 	: 
MIO_EUR,K,FR52	: 	2240.41 	2189.32 	2167.57 	2115.27 	1998.35 	2016.11 	1943.17 	1838.46 	1725.11 	1651.85 	: 	: 	: 
MIO_EUR,K,FR53	: 	1726.52 	1687.15 	1670.39 	1630.09 	1539.99 	1553.67 	1497.46 	1416.77 	1329.42 	1272.96 	: 	: 	: 
MIO_EUR,K,FR6	: 	4444.42 	4343.07 	4299.93 	4196.19 	3964.25 	3999.48 	3854.79 	3647.06 	3422.21 	3276.86 	: 	: 	: 
MIO_EUR,K,FR61	: 	2204.39 	2154.12 	2132.72 	2081.27 	1966.23 	1983.70 	1911.93 	1808.90 	1697.38 	1625.29 	: 	: 	: 
MIO_EUR,K,FR62	: 	1790.78 	1749.94 	1732.56 	1690.76 	1597.30 	1611.50 	1553.20 	1469.50 	1378.90 	1320.34 	: 	: 	: 
MIO_EUR,K,FR63	: 	449.26 	439.01 	434.65 	424.17 	400.72 	404.28 	389.66 	368.66 	345.93 	331.24 	: 	: 	: 
MIO_EUR,K,FR7	: 	4008.24 	3916.83 	3877.92 	3784.36 	3575.19 	3606.96 	3476.47 	3289.12 	3086.34 	2955.26 	: 	: 	: 
MIO_EUR,K,FR71	: 	3204.07 	3131.00 	3099.90 	3025.11 	2857.90 	2883.30 	2778.99 	2629.23 	2467.13 	2362.35 	: 	: 	: 
MIO_EUR,K,FR72	: 	804.17 	785.83 	778.02 	759.25 	717.29 	723.66 	697.48 	659.89 	619.21 	592.91 	: 	: 	: 
MIO_EUR,K,FR8	: 	3680.39 	3596.46 	3560.73 	3474.83 	3282.77 	3311.93 	3192.12 	3020.10 	2833.90 	2713.54 	: 	: 	: 
MIO_EUR,K,FR81	: 	1414.54 	1382.28 	1368.55 	1335.53 	1261.71 	1272.92 	1226.87 	1160.76 	1089.19 	1042.93 	: 	: 	: 
MIO_EUR,K,FR82	: 	2106.98 	2058.93 	2038.47 	1989.30 	1879.34 	1896.04 	1827.45 	1728.97 	1622.37 	1553.47 	: 	: 	: 
MIO_EUR,K,FR83	: 	158.88 	155.26 	153.71 	150.01 	141.71 	142.97 	137.80 	130.38 	122.34 	117.14 	: 	: 	: 
MIO_EUR,K,HR	916.90 	929.00 	988.99 	990.89 	1000.60 	1030.88 	936.50 	853.64 	786.75 	727.11 	678.42 	628.68 	561.27 	535.15 
MIO_EUR,K,HR0	916.90 	929.00 	988.99 	990.88 	1000.60 	1030.88 	936.50 	853.64 	786.75 	727.11 	678.43 	628.68 	561.27 	535.15 
MIO_EUR,K,HU	1791.44 	1840.16 	1835.72 	1997.54 	1917.00 	2165.89 	2050.74 	1687.46 	1594.65 	1369.09 	1192.74 	1137.59 	904.24 	815.58 
MIO_EUR,K,HU1	1327.65 	1349.99 	1345.98 	1473.44 	1395.98 	1583.15 	1482.40 	1211.05 	1124.24 	982.41 	843.99 	804.97 	759.43 	581.22 
MIO_EUR,K,HU10	1327.65 	1349.99 	1345.98 	1473.44 	1395.98 	1583.15 	1482.40 	1211.05 	1124.24 	982.41 	843.99 	804.97 	759.43 	581.22 
MIO_EUR,K,HU2	215.21 	228.83 	231.40 	245.96 	243.52 	270.74 	262.98 	222.44 	217.17 	180.39 	163.29 	157.57 	67.75 	108.98 
MIO_EUR,K,HU21	66.77 	71.31 	72.35 	77.66 	78.86 	85.98 	83.93 	71.44 	68.74 	57.73 	51.88 	49.72 	19.19 	34.73 
MIO_EUR,K,HU22	83.18 	90.20 	90.59 	95.04 	93.38 	102.63 	98.80 	83.14 	80.89 	67.36 	61.75 	58.47 	26.49 	39.86 
MIO_EUR,K,HU23	65.25 	67.33 	68.45 	73.25 	71.29 	82.13 	80.25 	67.86 	67.55 	55.30 	49.65 	49.39 	22.08 	34.39 
MIO_EUR,K,HU3	248.59 	261.33 	258.34 	278.14 	277.50 	311.99 	305.35 	253.97 	253.24 	206.29 	185.46 	175.05 	77.05 	125.38 
MIO_EUR,K,HU31	64.66 	68.80 	66.74 	73.84 	74.93 	87.70 	86.00 	71.68 	70.92 	57.53 	53.01 	50.74 	22.67 	37.88 
MIO_EUR,K,HU32	86.90 	91.39 	91.43 	97.43 	93.96 	105.90 	103.64 	86.36 	84.81 	69.32 	63.48 	59.02 	25.57 	41.56 
MIO_EUR,K,HU33	97.02 	101.14 	100.17 	106.87 	108.61 	118.39 	115.71 	95.92 	97.51 	79.44 	68.97 	65.29 	28.82 	45.94 
MIO_EUR,K,HUZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,HUZZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,IE	6098.50 	5966.77 	6034.37 	6104.08 	6392.94 	6599.18 	6252.47 	5532.53 	4756.59 	4195.65 	3555.54 	3220.51 	2944.94 	2605.26 
MIO_EUR,K,IE0	6098.50 	5966.77 	6034.37 	6104.08 	6392.94 	6599.18 	6252.47 	5532.53 	4756.59 	4195.65 	3555.54 	3220.51 	2944.94 	2605.26 
MIO_EUR,K,IE01	446.32 	438.36 	495.30 	574.65 	628.07 	781.71 	633.89 	558.72 	489.89 	467.85 	387.25 	308.61 	282.28 	249.67 
MIO_EUR,K,IE02	5652.17 	5528.41 	5539.07 	5529.44 	5764.87 	5817.47 	5618.58 	4973.81 	4266.69 	3727.80 	3168.29 	2911.89 	2662.67 	2355.59 
MIO_EUR,K,IT	35469.40 	35943.20 	36899.00 	36467.00 	36102.00 	37590.00 	37041.00 	35188.00 	32779.00 	31371.00 	30412.00 	29624.00 	29171.00 	28701.00 
MIO_EUR,K,ITC	13671.20 	13841.90 	14305.80 	14298.90 	14164.37 	14657.61 	14369.18 	13932.60 	13033.59 	12522.64 	12409.36 	12096.18 	11890.92 	11333.10 
MIO_EUR,K,ITC1	2921.30 	2976.00 	3188.80 	3219.60 	3179.70 	3314.50 	3371.10 	3200.50 	3022.80 	2929.30 	2816.90 	2749.90 	2711.30 	2674.90 
MIO_EUR,K,ITC2	62.90 	63.30 	68.20 	67.46 	65.79 	67.15 	71.49 	71.60 	68.74 	64.23 	76.55 	73.68 	78.84 	81.42 
MIO_EUR,K,ITC3	909.60 	921.40 	959.80 	926.84 	920.68 	966.96 	934.69 	876.40 	805.75 	763.61 	798.41 	852.10 	828.78 	868.58 
MIO_EUR,K,ITC4	9777.40 	9881.20 	10089.00 	10085.00 	9998.20 	10309.00 	9991.90 	9784.10 	9136.30 	8765.50 	8717.50 	8420.50 	8272.00 	7708.20 
MIO_EUR,K,ITF	3867.10 	3919.90 	4216.70 	4170.11 	4133.71 	4336.97 	4385.99 	4035.92 	3737.28 	3639.88 	3560.08 	3477.22 	3360.38 	3406.58 
MIO_EUR,K,ITF1	519.20 	524.70 	512.20 	501.98 	489.39 	527.53 	522.91 	479.80 	445.38 	388.31 	404.72 	411.68 	378.87 	373.05 
MIO_EUR,K,ITF2	87.70 	88.70 	97.90 	98.27 	97.79 	103.85 	105.87 	97.96 	91.94 	101.84 	101.98 	95.52 	95.61 	100.30 
MIO_EUR,K,ITF3	1430.50 	1449.70 	1590.60 	1576.70 	1559.80 	1627.60 	1656.80 	1503.40 	1385.40 	1338.20 	1245.60 	1217.00 	1188.90 	1234.60 
MIO_EUR,K,ITF4	1221.70 	1240.00 	1338.90 	1322.30 	1316.10 	1366.80 	1377.10 	1282.20 	1178.00 	1184.60 	1210.20 	1183.00 	1151.30 	1128.70 
MIO_EUR,K,ITF5	153.60 	155.40 	162.00 	162.01 	161.38 	175.53 	176.18 	161.51 	149.31 	144.67 	146.11 	145.47 	135.21 	147.66 
MIO_EUR,K,ITF6	454.40 	461.40 	515.10 	508.85 	509.25 	535.66 	547.13 	511.05 	487.25 	482.26 	451.47 	424.55 	410.49 	422.27 
MIO_EUR,K,ITG	1893.40 	1930.10 	2044.20 	2016.83 	2005.84 	2102.36 	2133.53 	1975.80 	1865.41 	1810.27 	1670.92 	1664.94 	1593.40 	1612.67 
MIO_EUR,K,ITG1	1370.30 	1398.30 	1516.50 	1494.10 	1491.70 	1557.70 	1573.40 	1458.20 	1378.60 	1363.10 	1267.00 	1268.90 	1191.40 	1220.30 
MIO_EUR,K,ITG2	523.10 	531.80 	527.70 	522.73 	514.14 	544.66 	560.13 	517.60 	486.81 	447.17 	403.92 	396.04 	402.00 	392.37 
MIO_EUR,K,ITH	7885.80 	7988.90 	7983.40 	7752.59 	7641.54 	7903.87 	7881.63 	7551.66 	7052.12 	6720.65 	6383.59 	6234.23 	6109.49 	6065.81 
MIO_EUR,K,ITH1	363.10 	363.70 	377.50 	368.94 	358.66 	371.83 	367.41 	359.92 	337.24 	314.51 	298.68 	295.28 	281.06 	284.80 
MIO_EUR,K,ITH2	332.50 	337.00 	365.40 	357.55 	359.38 	362.34 	362.12 	375.86 	329.30 	312.99 	290.70 	289.58 	282.42 	271.76 
MIO_EUR,K,ITH3	2884.80 	2932.70 	2986.90 	2911.60 	2864.80 	2987.10 	2969.90 	2897.80 	2745.80 	2634.40 	2588.20 	2415.20 	2428.50 	2401.20 
MIO_EUR,K,ITH4	1018.60 	1032.30 	1077.40 	1056.90 	1028.50 	1042.00 	1058.60 	963.68 	890.48 	847.35 	812.81 	800.07 	768.21 	738.35 
MIO_EUR,K,ITH5	3286.80 	3323.20 	3176.20 	3057.60 	3030.20 	3140.60 	3123.60 	2954.40 	2749.30 	2611.40 	2393.20 	2434.10 	2349.30 	2369.70 
MIO_EUR,K,ITI	8151.80 	8262.40 	8348.70 	8228.73 	8156.83 	8589.18 	8270.42 	7692.25 	7090.66 	6677.21 	6387.92 	6151.68 	6216.46 	6282.59 
MIO_EUR,K,ITI1	2365.80 	2395.10 	2509.30 	2467.10 	2413.10 	2538.00 	2511.10 	2379.40 	2185.50 	2069.20 	2046.70 	1960.20 	1945.70 	2043.60 
MIO_EUR,K,ITI2	371.40 	378.10 	406.00 	405.05 	401.58 	419.60 	417.35 	394.51 	357.59 	336.10 	320.66 	313.05 	349.37 	354.06 
MIO_EUR,K,ITI3	847.30 	854.80 	759.50 	749.88 	745.65 	780.18 	780.17 	732.24 	674.57 	638.61 	634.96 	592.63 	576.29 	616.73 
MIO_EUR,K,ITI4	4567.30 	4634.40 	4673.90 	4606.70 	4596.50 	4851.40 	4561.80 	4186.10 	3873.00 	3633.30 	3385.60 	3285.80 	3345.10 	3268.20 
MIO_EUR,K,ITZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,ITZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,LT	319.64 	317.69 	313.65 	279.29 	293.28 	332.63 	299.83 	234.92 	189.38 	162.06 	165.08 	161.19 	139.36 	126.58 
MIO_EUR,K,LT0	319.64 	317.69 	313.65 	279.29 	293.28 	332.63 	299.83 	234.92 	189.38 	162.06 	165.08 	161.19 	139.36 	126.58 
MIO_EUR,K,LT00	319.64 	317.69 	313.65 	279.29 	293.28 	332.63 	299.83 	234.92 	189.38 	162.06 	165.08 	161.19 	139.36 	126.58 
MIO_EUR,K,LU	4495.50 	4244.70 	4050.20 	3977.40 	3828.40 	3841.30 	3654.30 	3246.90 	2931.50 	2699.80 	2577.10 	2608.70 	2482.80 	2255.70 
MIO_EUR,K,LU0	4495.50 	4244.70 	4050.20 	3977.40 	3828.40 	3841.30 	3654.30 	3246.90 	2931.50 	2699.80 	2577.10 	2608.70 	2482.80 	2255.70 
MIO_EUR,K,LU00	4495.50 	4244.70 	4050.20 	3977.40 	3828.40 	3841.30 	3654.30 	3246.90 	2931.50 	2699.80 	2577.10 	2608.70 	2482.80 	2255.70 
MIO_EUR,K,LV	389.18 	382.40 	362.66 	347.67 	412.81 	502.74 	414.09 	323.35 	243.98 	201.92 	176.52 	177.55 	163.75 	179.50 
MIO_EUR,K,LV0	389.18 	382.40 	362.66 	347.67 	412.81 	502.74 	414.09 	323.35 	243.98 	201.92 	176.52 	177.55 	163.75 	179.50 
MIO_EUR,K,LV00	389.18 	382.40 	362.66 	347.67 	412.81 	502.74 	414.09 	323.35 	243.98 	201.92 	176.52 	177.55 	163.75 	179.50 
MIO_EUR,K,MK	: 	102.06 	101.22 	101.35 	99.39 	90.53 	73.01 	21.16 	63.66 	59.62 	56.28 	55.53 	48.10 	43.62 
MIO_EUR,K,MK0	: 	102.06 	101.22 	101.35 	99.39 	90.53 	73.01 	21.16 	63.66 	59.62 	56.28 	55.53 	48.10 	43.62 
MIO_EUR,K,MK00	: 	102.06 	101.22 	101.35 	99.39 	90.53 	73.01 	21.16 	63.66 	59.62 	56.28 	55.53 	48.10 	43.62 
MIO_EUR,K,MT	270.84 	269.52 	245.37 	225.92 	224.40 	205.61 	188.05 	178.07 	161.95 	158.32 	134.49 	131.11 	132.15 	127.29 
MIO_EUR,K,MT0	270.84 	269.52 	245.37 	225.92 	224.40 	205.61 	188.05 	178.07 	161.95 	158.32 	134.49 	131.11 	132.15 	127.29 
MIO_EUR,K,MT00	270.84 	269.52 	245.37 	225.92 	224.40 	205.61 	188.05 	178.07 	161.95 	158.32 	134.49 	131.11 	132.15 	127.29 
MIO_EUR,K,MTZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,MTZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,K,NL	20347.00 	19383.00 	19306.00 	18987.00 	19126.00 	19781.00 	19439.00 	17906.00 	17196.00 	16568.00 	16329.00 	16524.00 	14804.00 	14304.00 
MIO_EUR,K,NL1	1242.00 	1183.00 	1129.00 	1112.00 	1127.00 	1258.00 	1205.00 	1111.00 	1063.00 	1023.00 	1024.00 	1012.00 	875.00 	864.00 
MIO_EUR,K,NL11	305.00 	305.00 	306.00 	301.00 	311.00 	339.00 	336.00 	309.00 	297.00 	294.00 	305.00 	302.00 	257.00 	245.00 
MIO_EUR,K,NL12	600.00 	579.00 	547.00 	536.00 	543.00 	620.00 	583.00 	537.00 	514.00 	499.00 	492.00 	502.00 	431.00 	427.00 
MIO_EUR,K,NL13	337.00 	299.00 	277.00 	275.00 	273.00 	298.00 	286.00 	266.00 	252.00 	231.00 	227.00 	208.00 	188.00 	191.00 
MIO_EUR,K,NL2	2793.00 	2635.00 	2588.00 	2567.00 	2713.00 	2721.00 	2742.00 	2521.00 	2421.00 	2329.00 	2299.00 	2337.00 	2126.00 	2156.00 
MIO_EUR,K,NL21	756.00 	736.00 	769.00 	752.00 	787.00 	765.00 	746.00 	685.00 	661.00 	640.00 	642.00 	706.00 	627.00 	613.00 
MIO_EUR,K,NL22	1844.00 	1717.00 	1653.00 	1636.00 	1737.00 	1732.00 	1751.00 	1611.00 	1543.00 	1490.00 	1470.00 	1440.00 	1319.00 	1348.00 
MIO_EUR,K,NL23	192.00 	182.00 	166.00 	179.00 	189.00 	224.00 	246.00 	225.00 	217.00 	199.00 	187.00 	191.00 	180.00 	194.00 
MIO_EUR,K,NL3	13123.00 	12471.00 	12523.00 	12293.00 	12198.00 	12578.00 	12251.00 	11290.00 	10852.00 	10514.00 	10310.00 	10531.00 	9438.00 	9195.00 
MIO_EUR,K,NL31	2612.00 	2555.00 	2502.00 	2547.00 	2558.00 	2418.00 	2343.00 	2166.00 	2066.00 	1962.00 	1927.00 	2190.00 	1931.00 	1832.00 
